project,num_covered_instruction,num_uncovered_instruction,num_total_instruction,C0coverage
dynjs/dynjs,0,108,108,0
dynjs/dynjs,N/A,N/A,N/A,41
dynjs/dynjs,432,84,516,84
dynjs/dynjs,N/A,N/A,N/A,95
dynjs/dynjs,N/A,N/A,N/A,78
dynjs/dynjs,0,N/A,N/A,0
dynjs/dynjs,N/A,N/A,N/A,68
dynjs/dynjs,N/A,N/A,N/A,80
dynjs/dynjs,N/A,N/A,N/A,95
dynjs/dynjs,N/A,N/A,N/A,83
dynjs/dynjs,N/A,N/A,N/A,92
dynjs/dynjs,N/A,N/A,N/A,91
dynjs/dynjs,N/A,N/A,N/A,77
dynjs/dynjs,N/A,N/A,N/A,56
dynjs/dynjs,N/A,N/A,N/A,90
dynjs/dynjs,N/A,N/A,N/A,91
dynjs/dynjs,N/A,N/A,N/A,63
dynjs/dynjs,N/A,N/A,N/A,93
dynjs/dynjs,N/A,N/A,N/A,97
dynjs/dynjs,N/A,N/A,N/A,76
dynjs/dynjs,N/A,N/A,N/A,67
dynjs/dynjs,N/A,N/A,N/A,98
dynjs/dynjs,N/A,N/A,N/A,98
dynjs/dynjs,N/A,N/A,N/A,95
dynjs/dynjs,562,0,562,100
dynjs/dynjs,446,0,446,100
dynjs/dynjs,304,0,304,100
dynjs/dynjs,258,0,258,100
dynjs/dynjs,196,0,196,100
dynjs/dynjs,N/A,0,N/A,100
dynjs/dynjs,N/A,0,N/A,100
dynjs/dynjs,N/A,0,N/A,100
dynjs/dynjs,N/A,0,N/A,100
englishtown/vertx-jersey,0,189,189,0
englishtown/vertx-jersey,34,48,82,41
englishtown/vertx-jersey,0,184,184,0
englishtown/vertx-jersey,42,0,42,100
englishtown/vertx-jersey,1447,556,2003,72
englishtown/vertx-jersey,38,37,75,51
englishtown/vertx-jersey,187,20,207,90
englishtown/vertx-jersey,N/A,N/A,N/A,96
englishtown/vertx-jersey,N/A,N/A,N/A,75
englishtown/vertx-jersey,N/A,N/A,N/A,88
englishtown/vertx-jersey,N/A,N/A,N/A,45
englishtown/vertx-jersey,23,0,23,100
englishtown/vertx-jersey,N/A,0,N/A,100
englishtown/vertx-jersey,0,65,65,0
englishtown/vertx-jersey,0,25,25,0
fernandezpablo85/scribe-java,16,1252,1268,1
fernandezpablo85/scribe-java,86,282,368,23
fernandezpablo85/scribe-java,0,131,131,0
fernandezpablo85/scribe-java,0,131,131,0
fernandezpablo85/scribe-java,212,807,1019,21
fernandezpablo85/scribe-java,1409,576,1985,71
fernandezpablo85/scribe-java,N/A,N/A,N/A,5
fernandezpablo85/scribe-java,456,88,544,84
fernandezpablo85/scribe-java,176,75,251,70
fernandezpablo85/scribe-java,94,64,158,59
fernandezpablo85/scribe-java,241,56,297,81
fernandezpablo85/scribe-java,N/A,N/A,N/A,67
getsentry/raven-java,1250,3316,4566,27
getsentry/raven-java,444,663,1107,40
getsentry/raven-java,704,354,1058,67
getsentry/raven-java,568,239,807,70
getsentry/raven-java,716,214,930,77
getsentry/raven-java,316,200,516,61
getsentry/raven-java,970,179,1149,84
getsentry/raven-java,423,173,596,71
getsentry/raven-java,N/A,N/A,N/A,77
getsentry/raven-java,N/A,N/A,N/A,74
getsentry/raven-java,N/A,N/A,N/A,91
getsentry/raven-java,N/A,0,N/A,100
getsentry/raven-java,N/A,0,N/A,100
getsentry/raven-java,84,28,112,75
getsentry/raven-java,48,11,59,81
getsentry/raven-java,26,0,26,100
getsentry/raven-java,379,54,433,88
getsentry/raven-java,395,87,482,82
getsentry/raven-java,522,78,600,87
google/error-prone,443,42,485,91
google/error-prone,844,866,1710,49
google/truth,7387,1604,8991,82
google/truth,70,18,88,80
google/truth,88,91,179,49
gwtbootstrap3/gwtbootstrap3,0,13642,13642,0
gwtbootstrap3/gwtbootstrap3,0,7743,7743,0
gwtbootstrap3/gwtbootstrap3,0,2003,2003,0
gwtbootstrap3/gwtbootstrap3,0,1286,1286,0
gwtbootstrap3/gwtbootstrap3,0,1041,1041,0
gwtbootstrap3/gwtbootstrap3,N/A,N/A,N/A,3
gwtbootstrap3/gwtbootstrap3,0,575,575,0
gwtbootstrap3/gwtbootstrap3,0,513,513,0
gwtbootstrap3/gwtbootstrap3,0,487,487,0
gwtbootstrap3/gwtbootstrap3,0,304,304,0
gwtbootstrap3/gwtbootstrap3,0,284,284,0
gwtbootstrap3/gwtbootstrap3,N/A,N/A,N/A,22
gwtbootstrap3/gwtbootstrap3,0,265,265,0
gwtbootstrap3/gwtbootstrap3,0,N/A,N/A,0
gwtbootstrap3/gwtbootstrap3,0,N/A,N/A,0
h3xstream/find-sec-bugs,2651,841,3492,76
h3xstream/find-sec-bugs,181,278,459,39
h3xstream/find-sec-bugs,1007,172,1179,85
h3xstream/find-sec-bugs,470,69,539,87
h3xstream/find-sec-bugs,650,40,690,94
h3xstream/find-sec-bugs,N/A,N/A,N/A,98
h3xstream/find-sec-bugs,N/A,N/A,N/A,82
h3xstream/find-sec-bugs,1646,0,1646,100
h3xstream/find-sec-bugs,N/A,N/A,N/A,99
h3xstream/find-sec-bugs,509,0,509,100
h3xstream/find-sec-bugs,334,0,334,100
h3xstream/find-sec-bugs,609,0,609,100
h3xstream/find-sec-bugs,323,0,323,100
h3xstream/find-sec-bugs,88,0,88,100
h3xstream/find-sec-bugs,55,0,55,100
h3xstream/find-sec-bugs,N/A,0,N/A,100
h3xstream/find-sec-bugs,N/A,0,N/A,100
h3xstream/find-sec-bugs,N/A,0,N/A,100
h3xstream/find-sec-bugs,N/A,0,N/A,100
h3xstream/find-sec-bugs,N/A,0,N/A,100
helun/Ektorp,2747,1944,4691,59
helun/Ektorp,5662,1333,6995,81
helun/Ektorp,3260,1125,4385,74
helun/Ektorp,1046,860,1906,55
helun/Ektorp,2312,660,2972,78
helun/Ektorp,536,573,1109,48
helun/Ektorp,454,101,555,82
helun/Ektorp,309,95,404,76
helun/Ektorp,0,84,84,0
helun/Ektorp,N/A,N/A,N/A,78
helun/Ektorp,N/A,N/A,N/A,92
helun/Ektorp,102,560,662,15
helun/Ektorp,0,382,382,0
helun/Ektorp,269,316,585,46
helun/Ektorp,146,6,152,96
iipc/openwayback,0,2478,2478,0
iipc/openwayback,281,899,1180,24
iipc/openwayback,0,757,757,0
iipc/openwayback,0,714,714,0
iipc/openwayback,0,235,235,0
iipc/openwayback,1978,3118,5096,39
iipc/openwayback,0,2725,2725,0
iipc/openwayback,362,2415,2777,13
iipc/openwayback,0,2323,2323,0
iipc/openwayback,0,2218,2218,0
iipc/openwayback,0,2197,2197,0
iipc/openwayback,1846,2075,3921,47
iipc/openwayback,601,2001,2602,23
iipc/openwayback,1271,1756,3027,42
iipc/openwayback,447,1576,2023,22
iipc/openwayback,100,1563,1663,6
iipc/openwayback,536,1553,2089,26
iipc/openwayback,90,1494,1584,6
iipc/openwayback,648,1456,2104,31
iipc/openwayback,2296,1427,3723,62
iipc/openwayback,0,1212,1212,0
iipc/openwayback,0,1106,1106,0
iipc/openwayback,1035,1094,2129,49
iipc/openwayback,0,999,999,0
iipc/openwayback,320,936,1256,25
iipc/openwayback,0,921,921,0
iipc/openwayback,0,839,839,0
iipc/openwayback,927,730,1657,56
iipc/openwayback,0,715,715,0
iipc/openwayback,119,687,806,15
iipc/openwayback,0,644,644,0
iipc/openwayback,2070,618,2688,77
iipc/openwayback,288,595,883,33
iipc/openwayback,127,554,681,19
iipc/openwayback,0,544,544,0
iipc/openwayback,157,516,673,23
iipc/openwayback,0,507,507,0
iipc/openwayback,0,481,481,0
iipc/openwayback,690,476,1166,59
iipc/openwayback,N/A,N/A,N/A,7
iipc/openwayback,434,458,892,49
iipc/openwayback,414,441,855,48
iipc/openwayback,434,424,858,51
iipc/openwayback,0,404,404,0
iipc/openwayback,N/A,N/A,N/A,5
iipc/openwayback,253,371,624,41
iipc/openwayback,341,351,692,49
iipc/openwayback,471,323,794,59
iipc/openwayback,89,303,392,23
iipc/openwayback,214,294,508,42
iipc/openwayback,N/A,N/A,N/A,10
iipc/openwayback,479,250,729,66
iipc/openwayback,0,249,249,0
iipc/openwayback,0,245,245,0
iipc/openwayback,264,204,468,56
iipc/openwayback,0,194,194,0
iipc/openwayback,336,185,521,64
iipc/openwayback,128,164,292,44
iipc/openwayback,0,162,162,0
iipc/openwayback,0,148,148,0
iipc/openwayback,256,141,397,64
iipc/openwayback,0,136,136,0
iipc/openwayback,0,113,113,0
iipc/openwayback,95,72,167,57
iipc/openwayback,543,45,588,92
iipc/openwayback,N/A,N/A,N/A,91
iipc/openwayback,N/A,N/A,N/A,96
iluwatar/java-design-patterns,243,0,243,100
iluwatar/java-design-patterns,31,0,31,100
iluwatar/java-design-patterns,157,0,157,100
iluwatar/java-design-patterns,56,7,63,89
iluwatar/java-design-patterns,36,217,253,14
iluwatar/java-design-patterns,5,8,13,38
iluwatar/java-design-patterns,5,8,13,38
iluwatar/java-design-patterns,57,216,273,21
iluwatar/java-design-patterns,5,8,13,38
iluwatar/java-design-patterns,5,8,13,38
iluwatar/java-design-patterns,319,35,354,90
iluwatar/java-design-patterns,193,6,199,97
iluwatar/java-design-patterns,527,48,575,92
iluwatar/java-design-patterns,133,12,145,92
iluwatar/java-design-patterns,755,228,983,77
iluwatar/java-design-patterns,36,20,56,64
iluwatar/java-design-patterns,206,15,221,93
iluwatar/java-design-patterns,368,21,389,95
iluwatar/java-design-patterns,651,0,651,100
iluwatar/java-design-patterns,754,411,1165,65
iluwatar/java-design-patterns,226,71,297,76
iluwatar/java-design-patterns,87,3,90,97
iluwatar/java-design-patterns,42,3,45,93
iluwatar/java-design-patterns,42,0,42,100
iluwatar/java-design-patterns,109,3,112,97
iluwatar/java-design-patterns,112,13,125,90
iluwatar/java-design-patterns,N/A,N/A,N/A,99
iluwatar/java-design-patterns,325,13,338,96
iluwatar/java-design-patterns,34,3,37,92
iluwatar/java-design-patterns,32,0,32,100
iluwatar/java-design-patterns,28,0,28,100
iluwatar/java-design-patterns,24,0,24,100
iluwatar/java-design-patterns,9,0,9,100
iluwatar/java-design-patterns,43,3,46,93
iluwatar/java-design-patterns,334,16,350,95
iluwatar/java-design-patterns,109,21,130,84
iluwatar/java-design-patterns,155,9,164,95
iluwatar/java-design-patterns,0,82,82,0
iluwatar/java-design-patterns,58,3,61,95
iluwatar/java-design-patterns,43,0,43,100
iluwatar/java-design-patterns,21,0,21,100
iluwatar/java-design-patterns,366,4,370,99
iluwatar/java-design-patterns,N/A,N/A,N/A,99
iluwatar/java-design-patterns,180,0,180,100
iluwatar/java-design-patterns,18,0,18,100
iluwatar/java-design-patterns,151,19,170,89
iluwatar/java-design-patterns,80,3,83,96
iluwatar/java-design-patterns,36,3,39,92
iluwatar/java-design-patterns,80,0,80,100
iluwatar/java-design-patterns,73,0,73,100
iluwatar/java-design-patterns,423,13,436,97
iluwatar/java-design-patterns,98,9,107,92
iluwatar/java-design-patterns,121,19,140,86
iluwatar/java-design-patterns,506,349,855,59
iluwatar/java-design-patterns,0,320,320,0
iluwatar/java-design-patterns,37,315,352,11
iluwatar/java-design-patterns,44,296,340,13
iluwatar/java-design-patterns,66,145,211,31
iluwatar/java-design-patterns,0,142,142,0
iluwatar/java-design-patterns,0,93,93,0
iluwatar/java-design-patterns,22,22,44,50
iluwatar/java-design-patterns,N/A,N/A,N/A,99
iluwatar/java-design-patterns,N/A,N/A,N/A,91
iluwatar/java-design-patterns,517,296,813,64
iluwatar/java-design-patterns,272,9,281,97
iluwatar/java-design-patterns,317,14,331,96
iluwatar/java-design-patterns,944,10,954,99
iluwatar/java-design-patterns,146,6,152,96
iluwatar/java-design-patterns,240,8,248,97
iluwatar/java-design-patterns,326,13,339,96
iluwatar/java-design-patterns,39,3,42,93
iluwatar/java-design-patterns,289,18,307,94
iluwatar/java-design-patterns,394,56,450,88
iluwatar/java-design-patterns,180,15,195,92
iluwatar/java-design-patterns,181,8,189,96
iluwatar/java-design-patterns,294,8,302,97
iluwatar/java-design-patterns,77,14,91,85
iluwatar/java-design-patterns,119,32,151,79
iluwatar/java-design-patterns,98,481,579,17
iluwatar/java-design-patterns,0,29,29,0
iluwatar/java-design-patterns,99,3,102,97
iluwatar/java-design-patterns,223,6,229,97
iluwatar/java-design-patterns,283,16,299,95
iluwatar/java-design-patterns,183,8,191,96
iluwatar/java-design-patterns,0,34,34,0
iluwatar/java-design-patterns,292,25,317,92
iluwatar/java-design-patterns,185,3,188,98
iluwatar/java-design-patterns,181,7,188,96
iluwatar/java-design-patterns,416,511,927,45
iluwatar/java-design-patterns,423,21,444,95
iluwatar/java-design-patterns,162,3,165,98
iluwatar/java-design-patterns,86,3,89,97
iluwatar/java-design-patterns,54,3,57,95
iluwatar/java-design-patterns,396,106,502,79
iluwatar/java-design-patterns,543,24,567,96
iluwatar/java-design-patterns,361,103,464,78
iluwatar/java-design-patterns,390,264,654,60
iluwatar/java-design-patterns,53,63,116,46
iluwatar/java-design-patterns,435,123,558,78
iluwatar/java-design-patterns,215,3,218,99
iluwatar/java-design-patterns,129,60,189,68
iluwatar/java-design-patterns,87,25,112,78
iluwatar/java-design-patterns,94,20,114,82
iluwatar/java-design-patterns,36,19,55,65
iluwatar/java-design-patterns,68,12,80,85
iluwatar/java-design-patterns,N/A,N/A,N/A,99
iluwatar/java-design-patterns,49,0,49,100
iluwatar/java-design-patterns,178,6,184,97
iluwatar/java-design-patterns,186,25,211,88
iluwatar/java-design-patterns,155,27,182,85
iluwatar/java-design-patterns,112,3,115,97
iluwatar/java-design-patterns,94,0,94,100
iluwatar/java-design-patterns,36,0,36,100
iluwatar/java-design-patterns,117,3,120,98
iluwatar/java-design-patterns,239,10,249,96
iluwatar/java-design-patterns,106,3,109,97
iluwatar/java-design-patterns,109,3,112,97
iluwatar/java-design-patterns,257,6,263,98
iluwatar/java-design-patterns,427,6,433,99
iluwatar/java-design-patterns,125,3,128,98
iluwatar/java-design-patterns,150,16,166,90
iluwatar/java-design-patterns,200,3,203,99
jamesagnew/hapi-fhir,0,17457,17457,0
jamesagnew/hapi-fhir,0,15584,15584,0
jamesagnew/hapi-fhir,446,13519,13965,3
jamesagnew/hapi-fhir,0,7840,7840,0
jamesagnew/hapi-fhir,0,7406,7406,0
jamesagnew/hapi-fhir,0,5933,5933,0
jamesagnew/hapi-fhir,0,5477,5477,0
jamesagnew/hapi-fhir,N/A,N/A,N/A,1
jamesagnew/hapi-fhir,156,3437,3593,4
jamesagnew/hapi-fhir,0,2892,2892,0
jamesagnew/hapi-fhir,0,2368,2368,0
jamesagnew/hapi-fhir,N/A,N/A,N/A,3
jamesagnew/hapi-fhir,0,1458,1458,0
jamesagnew/hapi-fhir,0,1029,1029,0
jamesagnew/hapi-fhir,0,955,955,0
jamesagnew/hapi-fhir,0,921,921,0
jamesagnew/hapi-fhir,N/A,N/A,N/A,9
jamesagnew/hapi-fhir,0,742,742,0
jamesagnew/hapi-fhir,0,522,522,0
jamesagnew/hapi-fhir,0,463,463,0
jamesagnew/hapi-fhir,0,388,388,0
jamesagnew/hapi-fhir,0,376,376,0
jamesagnew/hapi-fhir,0,245,245,0
jamesagnew/hapi-fhir,0,170,170,0
jamesagnew/hapi-fhir,0,160,160,0
jamesagnew/hapi-fhir,0,N/A,N/A,0
jamesagnew/hapi-fhir,N/A,N/A,N/A,51
jamesagnew/hapi-fhir,0,N/A,N/A,0
jamesagnew/hapi-fhir,0,N/A,N/A,0
jamesagnew/hapi-fhir,0,N/A,N/A,0
jamesagnew/hapi-fhir,1807,11437,13244,14
jamesagnew/hapi-fhir,1756,9512,11268,16
jamesagnew/hapi-fhir,1203,5243,6446,19
jamesagnew/hapi-fhir,21091,2631,23722,89
jamesagnew/hapi-fhir,2756,798,3554,78
jamesagnew/hapi-fhir,4884,764,5648,86
jamesagnew/hapi-fhir,1445,424,1869,77
jamesagnew/hapi-fhir,844,372,1216,69
jamesagnew/hapi-fhir,N/A,N/A,N/A,94
jamesagnew/hapi-fhir,N/A,N/A,N/A,34
jamesagnew/hapi-fhir,N/A,N/A,N/A,80
jamesagnew/hapi-fhir,N/A,N/A,N/A,90
jamesagnew/hapi-fhir,N/A,N/A,N/A,98
jamesagnew/hapi-fhir,N/A,N/A,N/A,82
jamesagnew/hapi-fhir,10218,0,10218,100
jamesagnew/hapi-fhir,N/A,0,N/A,100
jamesagnew/hapi-fhir,N/A,0,N/A,100
jamesagnew/hapi-fhir,N/A,0,N/A,100
jamesagnew/hapi-fhir,0,367775,367775,0
jamesagnew/hapi-fhir,14578,319869,334447,4
jamesagnew/hapi-fhir,N/A,N/A,N/A,2
jamesagnew/hapi-fhir,5874,7157,13031,45
jamesagnew/hapi-fhir,N/A,N/A,N/A,22
jamesagnew/hapi-fhir,N/A,N/A,N/A,3
jamesagnew/hapi-fhir,N/A,N/A,N/A,3
jamesagnew/hapi-fhir,N/A,N/A,N/A,37
jamesagnew/hapi-fhir,N/A,N/A,N/A,55
jamesagnew/hapi-fhir,N/A,N/A,N/A,68
jamesagnew/hapi-fhir,N/A,N/A,N/A,77
jamesagnew/hapi-fhir,0,N/A,N/A,0
jamesagnew/hapi-fhir,0,N/A,N/A,0
jamesagnew/hapi-fhir,N/A,N/A,N/A,49
javaee-samples/javaee7-samples,0,362,362,0
javaee-samples/javaee7-samples,0,12,12,0
javaee-samples/javaee7-samples,0,135,135,0
javaee-samples/javaee7-samples,0,108,108,0
javaee-samples/javaee7-samples,0,25,25,0
javaslang/javaslang,11494,1736,13230,87
javaslang/javaslang,36537,791,37328,98
javaslang/javaslang,N/A,N/A,N/A,97
javaslang/javaslang,N/A,N/A,N/A,96
javaslang/javaslang,646,0,646,100
javaslang/javaslang,5094,280,5374,95
jayway/rest-assured,14,0,14,100
jayway/rest-assured,358,5,363,99
jayway/rest-assured,65,0,65,100
jayway/rest-assured,15,0,15,100
jayway/rest-assured,1149,1523,2672,43
jayway/rest-assured,258,516,774,33
jayway/rest-assured,704,372,1076,65
jayway/rest-assured,256,176,432,59
jayway/rest-assured,N/A,N/A,N/A,64
jayway/rest-assured,N/A,0,N/A,100
jayway/rest-assured,169,262,431,39
jayway/rest-assured,23,4,27,85
jayway/rest-assured,3189,2043,5232,61
jayway/rest-assured,192,339,531,36
jayway/rest-assured,648,319,967,67
jayway/rest-assured,183,272,455,40
jayway/rest-assured,N/A,N/A,N/A,18
jayway/rest-assured,6989,28209,35198,20
jayway/rest-assured,316,3943,4259,7
jayway/rest-assured,1468,3212,4680,31
jayway/rest-assured,902,2806,3708,24
jayway/rest-assured,0,2715,2715,0
jayway/rest-assured,N/A,N/A,N/A,1
jayway/rest-assured,N/A,N/A,N/A,15
jayway/rest-assured,N/A,N/A,N/A,2
jayway/rest-assured,N/A,N/A,N/A,2
jayway/rest-assured,462,1052,1514,31
jayway/rest-assured,0,994,994,0
jayway/rest-assured,N/A,N/A,N/A,10
jayway/rest-assured,565,782,1347,42
jayway/rest-assured,0,550,550,0
jayway/rest-assured,N/A,N/A,N/A,19
jayway/rest-assured,N/A,N/A,N/A,13
jayway/rest-assured,0,302,302,0
jayway/rest-assured,0,N/A,N/A,0
jayway/rest-assured,0,N/A,N/A,0
jayway/rest-assured,0,N/A,N/A,0
jayway/rest-assured,0,N/A,N/A,0
jayway/rest-assured,N/A,N/A,N/A,78
jayway/rest-assured,N/A,N/A,N/A,31
jayway/rest-assured,N/A,N/A,N/A,10
jayway/rest-assured,0,N/A,N/A,0
jayway/rest-assured,N/A,0,N/A,100
jayway/rest-assured,0,2604,2604,0
jayway/rest-assured,90,390,480,19
jayway/rest-assured,0,49,49,0
jayway/rest-assured,0,38,38,0
jayway/rest-assured,0,27,27,0
jayway/rest-assured,0,N/A,N/A,0
jayway/rest-assured,886,929,1815,49
jayway/rest-assured,693,499,1192,58
jayway/rest-assured,1424,431,1855,77
jayway/rest-assured,386,246,632,61
jayway/rest-assured,263,228,491,54
jayway/rest-assured,N/A,N/A,N/A,65
jayway/rest-assured,0,N/A,N/A,0
jhalterman/modelmapper,6772,1018,7790,87
jhalterman/modelmapper,1133,438,1571,72
jhalterman/modelmapper,648,414,1062,61
jhalterman/modelmapper,104,103,207,50
jhalterman/modelmapper,1451,72,1523,95
jhalterman/modelmapper,163,65,228,71
jhalterman/modelmapper,N/A,N/A,N/A,95
jhalterman/modelmapper,N/A,N/A,N/A,91
jhalterman/modelmapper,20,3,23,87
jhalterman/modelmapper,62,8,70,89
jhalterman/modelmapper,20,3,23,87
jhalterman/modelmapper,97,27,124,78
jhalterman/modelmapper,63,20,83,76
jhalterman/modelmapper,20,3,23,87
jhy/jsoup,13917,3062,16979,82
jhy/jsoup,1804,1508,3312,54
jhy/jsoup,4735,729,5464,87
jhy/jsoup,0,589,589,0
jhy/jsoup,3106,439,3545,88
jhy/jsoup,N/A,N/A,N/A,65
jhy/jsoup,N/A,N/A,N/A,95
jmkgreen/morphia,91,7,98,93
joelittlejohn/embedmongo-maven-plugin,246,864,1110,22
joelittlejohn/embedmongo-maven-plugin,0,164,164,0
joelittlejohn/jsonschema2pojo,230,126,356,65
joelittlejohn/jsonschema2pojo,1534,4084,5618,27
joelittlejohn/jsonschema2pojo,778,1724,2502,31
joelittlejohn/jsonschema2pojo,778,934,1712,45
joelittlejohn/jsonschema2pojo,0,N/A,N/A,0
joelittlejohn/jsonschema2pojo,0,2851,2851,0
joelittlejohn/jsonschema2pojo,209,669,878,24
johncarl81/parceler,3371,7491,10862,31
johncarl81/parceler,602,1803,2405,25
johncarl81/parceler,0,228,228,0
johncarl81/parceler,N/A,N/A,N/A,5
johncarl81/parceler,N/A,N/A,N/A,23
johncarl81/parceler,0,99,99,0
johncarl81/parceler,109,98,207,53
johncarl81/parceler,N/A,N/A,N/A,11
johncarl81/parceler,0,94,94,0
johncarl81/parceler,N/A,N/A,N/A,75
johncarl81/parceler,N/A,N/A,N/A,11
johncarl81/parceler,0,N/A,N/A,0
johncarl81/parceler,N/A,N/A,N/A,82
johncarl81/parceler,0,N/A,N/A,0
johncarl81/parceler,0,N/A,N/A,0
johncarl81/parceler,0,N/A,N/A,0
johncarl81/parceler,N/A,0,N/A,100
johncarl81/parceler,N/A,0,N/A,100
johncarl81/parceler,91,2149,2240,4
johncarl81/parceler,0,343,343,0
jsonld-java/jsonld-java,11500,2860,14360,80
jsonld-java/jsonld-java,354,2407,2761,13
jsonld-java/jsonld-java,1362,442,1804,75
julianhyde/optiq,578,6237,6815,8
julianhyde/optiq,24,1435,1459,2
julianhyde/optiq,0,952,952,0
julianhyde/optiq,0,807,807,0
julman99/gson-fire,908,237,1145,79
julman99/gson-fire,573,76,649,88
julman99/gson-fire,96,45,141,68
julman99/gson-fire,118,16,134,88
julman99/gson-fire,228,13,241,95
julman99/gson-fire,544,12,556,98
julman99/gson-fire,N/A,N/A,N/A,88
julman99/gson-fire,N/A,N/A,N/A,87
kevinsawicki/http-request,3002,631,3633,83
kongchen/swagger-maven-plugin,914,1353,2267,40
kongchen/swagger-maven-plugin,3240,532,3772,86
kongchen/swagger-maven-plugin,878,390,1268,69
kongchen/swagger-maven-plugin,345,163,508,68
kongchen/swagger-maven-plugin,462,84,546,85
kongchen/swagger-maven-plugin,N/A,N/A,N/A,24
kuujo/copycat,1792,1617,3409,53
kuujo/copycat,445,377,822,54
kuujo/copycat,72,0,72,100
kuujo/copycat,324,152,476,68
kuujo/copycat,158,67,225,70
kuujo/copycat,18,0,18,100
kuujo/copycat,1952,871,2823,69
kuujo/copycat,595,196,791,75
kuujo/copycat,120,38,158,76
kuujo/copycat,N/A,N/A,N/A,49
kuujo/copycat,N/A,N/A,N/A,94
kuujo/copycat,0,1400,1400,0
kuujo/copycat,0,917,917,0
kuujo/copycat,0,846,846,0
kuujo/copycat,0,70,70,0
kuujo/copycat,206,62,268,77
kuujo/copycat,298,604,902,33
kuujo/copycat,74,57,131,56
kuujo/copycat,36,0,36,100
l0rdn1kk0n/wicket-bootstrap,651,1454,2105,31
l0rdn1kk0n/wicket-bootstrap,141,1278,1419,10
l0rdn1kk0n/wicket-bootstrap,207,1230,1437,14
l0rdn1kk0n/wicket-bootstrap,306,1006,1312,23
l0rdn1kk0n/wicket-bootstrap,0,688,688,0
l0rdn1kk0n/wicket-bootstrap,0,688,688,0
l0rdn1kk0n/wicket-bootstrap,890,655,1545,58
l0rdn1kk0n/wicket-bootstrap,0,630,630,0
l0rdn1kk0n/wicket-bootstrap,237,556,793,30
l0rdn1kk0n/wicket-bootstrap,0,556,556,0
l0rdn1kk0n/wicket-bootstrap,246,528,774,32
l0rdn1kk0n/wicket-bootstrap,391,433,824,47
l0rdn1kk0n/wicket-bootstrap,323,365,688,47
l0rdn1kk0n/wicket-bootstrap,727,345,1072,68
l0rdn1kk0n/wicket-bootstrap,303,321,624,49
l0rdn1kk0n/wicket-bootstrap,203,221,424,48
l0rdn1kk0n/wicket-bootstrap,0,207,207,0
l0rdn1kk0n/wicket-bootstrap,631,198,829,76
l0rdn1kk0n/wicket-bootstrap,337,180,517,65
l0rdn1kk0n/wicket-bootstrap,256,159,415,62
l0rdn1kk0n/wicket-bootstrap,59,137,196,30
l0rdn1kk0n/wicket-bootstrap,1164,136,1300,90
l0rdn1kk0n/wicket-bootstrap,489,106,595,82
l0rdn1kk0n/wicket-bootstrap,0,69,69,0
l0rdn1kk0n/wicket-bootstrap,167,65,232,72
l0rdn1kk0n/wicket-bootstrap,0,65,65,0
l0rdn1kk0n/wicket-bootstrap,275,42,317,87
l0rdn1kk0n/wicket-bootstrap,282,39,321,88
l0rdn1kk0n/wicket-bootstrap,198,27,225,88
l0rdn1kk0n/wicket-bootstrap,18,26,44,41
l0rdn1kk0n/wicket-bootstrap,N/A,N/A,N/A,88
l0rdn1kk0n/wicket-bootstrap,N/A,N/A,N/A,99
l0rdn1kk0n/wicket-bootstrap,79,0,79,100
l0rdn1kk0n/wicket-bootstrap,37,0,37,100
l0rdn1kk0n/wicket-bootstrap,0,1148,1148,0
l0rdn1kk0n/wicket-bootstrap,0,1016,1016,0
l0rdn1kk0n/wicket-bootstrap,N/A,N/A,N/A,8
l0rdn1kk0n/wicket-bootstrap,0,883,883,0
l0rdn1kk0n/wicket-bootstrap,0,695,695,0
l0rdn1kk0n/wicket-bootstrap,0,659,659,0
l0rdn1kk0n/wicket-bootstrap,0,626,626,0
l0rdn1kk0n/wicket-bootstrap,0,546,546,0
l0rdn1kk0n/wicket-bootstrap,108,532,640,17
l0rdn1kk0n/wicket-bootstrap,0,488,488,0
l0rdn1kk0n/wicket-bootstrap,0,451,451,0
l0rdn1kk0n/wicket-bootstrap,0,442,442,0
l0rdn1kk0n/wicket-bootstrap,207,427,634,33
l0rdn1kk0n/wicket-bootstrap,313,406,719,44
l0rdn1kk0n/wicket-bootstrap,0,379,379,0
l0rdn1kk0n/wicket-bootstrap,0,360,360,0
l0rdn1kk0n/wicket-bootstrap,379,354,733,52
l0rdn1kk0n/wicket-bootstrap,0,311,311,0
l0rdn1kk0n/wicket-bootstrap,10189,298,10487,97
l0rdn1kk0n/wicket-bootstrap,0,293,293,0
l0rdn1kk0n/wicket-bootstrap,789,255,1044,76
l0rdn1kk0n/wicket-bootstrap,315,242,557,57
l0rdn1kk0n/wicket-bootstrap,0,238,238,0
l0rdn1kk0n/wicket-bootstrap,0,207,207,0
l0rdn1kk0n/wicket-bootstrap,0,197,197,0
l0rdn1kk0n/wicket-bootstrap,0,169,169,0
l0rdn1kk0n/wicket-bootstrap,N/A,N/A,N/A,26
l0rdn1kk0n/wicket-bootstrap,0,153,153,0
l0rdn1kk0n/wicket-bootstrap,0,151,151,0
l0rdn1kk0n/wicket-bootstrap,0,146,146,0
l0rdn1kk0n/wicket-bootstrap,0,131,131,0
l0rdn1kk0n/wicket-bootstrap,0,125,125,0
